project_id,project_progress,task_completion_rate,blocked_task_ratio,overdue_task_ratio,requirement_completion_rate,milestone_completion_rate,open_issue_count,critical_issue_count,api_test_failure_rate,avg_api_response_time_ms,technical_review_score,days_remaining,development_velocity,risk_level
DP-0241,52.47,63.7,15.93,3.69,62.63,50.24,6,2,22.71,85.49,80.11,20,4.13,HIGH
DP-0242,45.52,56.63,6.96,0.0,56.43,59.69,11,0,10.77,220.61,94.34,31,5.33,MEDIUM
DP-0243,51.15,74.36,0.0,0.0,32.3,59.03,6,0,1.54,156.19,91.77,25,5.84,LOW
DP-0244,70.94,43.62,0.0,9.45,72.73,84.88,5,2,3.11,249.59,79.26,28,4.27,LOW
DP-0245,45.66,40.18,6.48,0.0,47.06,23.93,8,0,8.19,197.75,85.69,12,3.33,MEDIUM
DP-0246,79.0,76.92,0.0,0.1,70.43,58.69,3,0,0.3,199.18,89.43,44,4.67,LOW
DP-0247,60.03,75.42,0.0,0.0,45.92,63.71,1,0,10.91,254.34,100.0,27,4.8,LOW
DP-0248,84.04,93.58,10.77,3.62,84.86,100.0,2,0,3.6,166.44,84.61,29,7.4,LOW
DP-0249,47.63,54.23,6.75,5.36,43.3,52.61,3,1,3.4,245.43,82.07,37,3.07,LOW
DP-0250,73.89,74.01,2.49,6.53,60.8,84.66,0,0,8.58,219.5,92.29,56,5.25,LOW
DP-0251,86.13,79.67,5.18,0.0,73.68,78.63,3,0,8.89,195.84,80.43,26,5.13,LOW
DP-0252,65.05,68.33,0.0,1.45,86.91,59.74,4,1,5.39,203.62,86.09,10,4.22,LOW
DP-0253,49.9,48.56,6.07,9.81,66.11,31.75,4,2,14.51,151.56,77.6,11,3.26,MEDIUM
DP-0254,25.43,14.21,1.47,4.44,11.31,17.15,5,1,23.63,278.15,85.36,9,2.1,HIGH
DP-0255,14.4,24.19,1.21,0.0,12.5,14.54,7,1,23.08,271.79,79.17,8,1.87,HIGH
DP-0256,75.63,61.68,1.4,0.0,58.33,85.77,5,0,13.18,283.2,81.78,18,4.62,MEDIUM
DP-0257,33.19,46.37,11.95,12.13,14.69,31.82,7,2,5.56,163.7,71.93,17,2.82,HIGH
DP-0258,40.91,41.39,9.42,14.43,21.1,13.44,2,0,18.15,294.37,73.06,4,3.85,HIGH
DP-0259,82.42,73.31,0.72,12.65,64.71,72.54,5,1,3.47,263.93,88.54,50,5.87,LOW
DP-0260,27.38,32.33,3.82,7.76,27.51,33.37,7,2,10.77,185.33,80.17,17,2.54,HIGH
DP-0261,65.11,43.02,7.21,12.32,64.16,59.34,6,1,0.0,221.45,83.44,17,4.07,LOW
DP-0262,19.42,16.43,10.78,15.29,5.0,19.74,9,2,25.07,198.31,58.44,31,1.19,HIGH
DP-0263,44.04,59.56,2.98,6.59,53.05,49.42,9,0,5.27,245.5,87.92,21,4.57,LOW
DP-0264,68.01,60.56,9.14,0.0,84.27,67.91,4,0,9.11,273.3,89.11,46,4.21,LOW
DP-0265,57.81,67.69,0.0,0.0,51.96,66.97,4,1,8.31,126.7,69.88,13,4.62,MEDIUM
DP-0266,95.74,98.3,3.8,0.0,90.41,89.09,3,0,3.77,196.2,78.47,27,6.0,LOW
DP-0267,58.89,70.83,1.86,0.0,63.58,63.86,2,0,11.08,123.25,98.43,17,5.41,LOW
DP-0268,32.47,23.48,0.0,0.0,17.15,54.16,4,1,11.96,155.42,80.14,9,3.08,HIGH
DP-0269,75.77,69.09,1.84,0.0,100.0,79.67,4,0,3.73,184.39,72.73,34,4.8,LOW
DP-0270,63.47,76.4,0.0,2.36,78.03,46.65,6,1,9.72,213.55,86.89,22,5.81,LOW
DP-0271,56.9,65.22,0.0,8.8,45.6,82.65,4,1,0.14,141.89,84.87,18,5.09,MEDIUM
DP-0272,71.04,64.54,2.57,9.15,87.25,70.01,8,0,9.94,133.21,83.59,24,5.53,LOW
DP-0273,67.68,58.22,0.0,2.09,49.26,50.57,1,0,8.57,200.03,93.87,29,5.36,LOW
DP-0274,71.88,67.36,12.48,3.91,80.2,91.42,3,0,12.34,238.85,87.93,20,5.71,LOW
DP-0275,36.03,48.81,1.87,9.71,34.05,34.44,2,0,17.1,122.15,81.24,11,3.45,HIGH
DP-0276,54.34,54.87,0.0,12.14,52.44,83.76,4,0,8.83,277.04,81.59,25,4.7,MEDIUM
DP-0277,54.06,54.23,9.74,12.3,50.32,52.27,3,0,10.27,134.26,73.07,41,3.92,MEDIUM
DP-0278,24.36,27.76,10.97,3.27,14.58,50.44,6,3,27.8,196.52,67.88,19,2.01,HIGH
DP-0279,37.2,29.21,3.97,6.6,43.13,27.7,6,1,4.75,178.02,79.17,32,3.2,MEDIUM
DP-0280,91.43,100.0,0.0,0.0,88.05,67.58,2,0,5.37,295.15,86.48,49,6.58,LOW
DP-0281,41.69,36.25,0.0,0.0,43.49,23.09,6,1,8.22,242.8,84.28,11,4.29,MEDIUM
DP-0282,41.81,54.37,9.76,0.0,19.36,74.82,4,0,13.66,251.84,84.96,19,3.68,LOW
DP-0283,26.56,22.53,5.36,11.9,28.07,39.39,13,2,19.59,265.4,90.77,19,2.12,HIGH
DP-0284,91.18,68.47,1.26,9.87,100.0,87.96,2,0,13.61,145.26,81.86,33,5.13,LOW
DP-0285,83.1,86.99,0.0,0.3,79.77,91.71,2,0,15.05,243.76,77.67,21,6.9,LOW
DP-0286,29.1,21.35,4.7,5.74,25.62,30.75,3,0,10.67,161.58,88.85,8,1.72,MEDIUM
DP-0287,51.8,42.58,5.38,5.59,59.41,57.64,9,2,7.73,112.38,77.09,27,3.38,HIGH
DP-0288,41.79,56.13,3.08,17.23,43.89,75.74,6,0,6.49,251.78,82.61,24,3.23,MEDIUM
DP-0289,76.79,89.76,3.67,0.0,82.73,73.66,2,1,6.32,224.02,72.07,16,6.05,LOW
DP-0290,46.69,26.55,4.19,17.27,49.81,70.77,6,0,11.8,225.3,87.63,22,2.19,HIGH
DP-0291,39.42,38.58,0.0,2.83,44.68,43.17,7,1,1.71,182.1,82.11,38,3.21,HIGH
DP-0292,19.64,33.01,11.07,5.53,13.73,19.72,6,1,9.13,201.6,80.74,75,4.14,HIGH
DP-0293,73.02,75.6,0.0,0.0,50.36,77.39,4,0,1.23,166.05,82.0,27,5.63,LOW
DP-0294,23.69,39.69,11.28,3.94,35.9,22.27,8,0,20.75,289.57,82.14,27,4.43,HIGH
DP-0295,61.11,61.07,3.95,6.41,65.71,54.01,6,0,14.01,197.05,86.92,18,4.98,MEDIUM
DP-0296,55.18,67.27,7.07,2.18,50.15,43.74,8,1,13.92,292.78,86.72,16,6.79,MEDIUM
DP-0297,23.91,32.99,12.06,2.64,5.0,14.43,10,4,8.98,141.48,78.72,25,4.52,HIGH
DP-0298,82.25,85.99,0.0,1.06,92.93,97.28,2,1,0.0,168.15,80.53,24,6.04,LOW
DP-0299,97.4,100.0,5.34,0.0,87.61,100.0,0,0,5.81,114.27,84.74,48,7.37,LOW
DP-0300,68.56,48.45,5.15,3.96,45.29,58.45,6,1,3.72,184.85,79.27,28,3.84,HIGH
DP-0301,56.37,60.85,2.86,12.14,55.76,56.43,6,0,10.95,201.71,93.03,16,6.15,MEDIUM
DP-0302,70.16,66.17,1.16,8.07,93.25,61.22,3,1,10.41,274.75,82.92,15,6.14,LOW
DP-0303,26.34,38.21,8.75,8.84,38.49,39.5,7,1,18.22,149.75,85.95,36,2.44,HIGH
DP-0304,65.6,70.17,1.73,6.86,89.06,72.27,0,0,6.05,206.98,76.49,43,4.82,LOW
DP-0305,23.69,15.53,6.57,0.0,12.62,7.87,4,1,12.13,272.62,78.77,16,2.59,HIGH
DP-0306,29.19,35.76,11.74,18.03,57.21,43.64,9,1,9.8,100.6,79.02,7,3.46,HIGH
DP-0307,61.94,72.93,9.2,14.12,46.12,83.75,7,0,5.61,216.97,75.26,34,5.21,LOW
DP-0308,37.15,38.5,1.25,16.38,34.82,30.38,5,2,6.13,80.0,77.44,42,3.44,HIGH
DP-0309,25.41,24.87,9.52,10.91,22.63,0.0,5,1,19.3,268.93,82.14,50,3.15,HIGH
DP-0310,80.6,82.0,12.77,7.08,93.08,76.28,2,0,4.8,102.76,84.34,43,5.58,LOW
DP-0311,84.4,78.25,0.0,7.75,85.41,90.9,3,1,0.0,126.41,98.67,13,5.27,LOW
DP-0312,32.65,38.02,3.33,5.93,33.77,38.72,7,1,22.54,249.41,77.61,33,3.54,HIGH
DP-0313,46.2,54.63,0.0,9.57,39.92,53.72,2,0,0.25,173.83,73.75,34,3.86,MEDIUM
DP-0314,78.35,83.12,1.4,0.0,83.59,82.16,5,0,0.0,236.5,96.99,14,5.45,LOW
DP-0315,24.06,11.47,10.69,12.28,47.81,35.57,6,1,7.8,177.72,74.91,56,1.49,HIGH
DP-0316,17.88,8.62,15.24,0.0,22.37,7.6,6,2,18.4,291.89,77.15,18,1.46,HIGH
DP-0317,41.6,35.62,0.0,11.88,39.33,45.42,5,1,15.18,171.27,77.26,45,4.01,MEDIUM
DP-0318,76.1,69.44,0.0,10.64,74.95,90.55,3,0,4.1,147.78,84.79,32,4.25,LOW
DP-0319,30.99,38.16,7.98,7.23,7.09,48.23,9,0,19.49,213.86,71.59,13,3.38,HIGH
DP-0320,61.45,68.97,14.79,5.91,74.71,76.78,5,0,9.12,289.94,78.22,28,4.52,MEDIUM
DP-0321,81.13,85.87,5.49,10.09,86.53,89.73,3,0,0.0,227.62,70.4,22,6.07,LOW
DP-0322,40.66,57.59,10.49,7.99,36.07,57.3,2,0,7.38,194.69,83.33,14,4.17,MEDIUM
DP-0323,67.77,59.96,0.51,1.77,57.04,54.3,4,0,4.28,217.33,88.04,32,4.24,LOW
DP-0324,47.3,51.02,0.0,0.39,55.46,57.06,6,0,11.81,145.83,97.95,55,4.3,MEDIUM
DP-0325,77.53,79.64,0.0,10.84,70.95,85.55,3,0,12.9,183.11,87.18,17,5.38,LOW
DP-0326,50.0,49.84,0.53,5.33,46.24,39.34,5,2,3.95,233.17,97.58,36,5.28,MEDIUM
DP-0327,81.44,100.0,0.3,0.0,78.66,61.04,2,0,8.85,194.91,86.49,30,6.8,LOW
DP-0328,66.31,67.74,4.72,0.0,68.93,74.11,7,0,5.09,155.02,99.99,28,4.03,MEDIUM
DP-0329,66.93,76.69,1.43,2.15,59.28,68.46,4,0,10.46,166.12,86.0,42,5.33,LOW
DP-0330,65.24,46.5,5.66,7.32,78.64,57.85,5,0,13.82,335.61,73.26,23,5.49,LOW
DP-0331,96.33,100.0,0.0,16.45,100.0,92.18,3,0,12.43,235.08,86.02,11,6.66,LOW
DP-0332,41.26,27.02,0.0,5.69,45.62,31.59,4,0,20.95,178.24,93.41,12,3.16,MEDIUM
DP-0333,65.51,66.13,0.0,14.77,44.73,86.0,3,0,3.78,214.25,86.1,14,5.12,LOW
DP-0334,26.79,48.02,9.1,14.48,38.42,13.4,7,2,17.76,241.23,92.21,27,3.86,HIGH
DP-0335,98.0,89.2,6.51,10.18,99.09,100.0,2,0,0.0,230.15,87.76,61,7.23,LOW
DP-0336,37.04,28.17,0.0,7.33,12.02,11.55,3,0,16.23,130.34,81.95,29,3.25,MEDIUM
DP-0337,66.37,69.21,13.45,16.72,97.39,64.94,2,0,9.31,284.2,80.4,23,5.99,LOW
DP-0338,68.27,59.92,0.0,5.68,84.71,63.94,9,0,11.3,159.18,90.64,36,5.05,LOW
DP-0339,40.88,48.06,2.25,0.0,24.77,42.37,3,0,0.0,182.19,99.58,12,3.18,LOW
DP-0340,36.45,22.71,0.07,7.06,21.77,25.17,3,0,16.19,344.15,85.38,36,3.33,MEDIUM
DP-0341,17.01,14.47,7.87,10.71,25.04,21.45,5,0,8.35,80.0,83.94,23,3.67,MEDIUM
DP-0342,28.13,22.85,12.52,7.06,44.44,23.75,2,0,22.13,133.02,81.43,88,1.53,HIGH
DP-0343,32.4,32.2,14.03,9.31,41.54,17.67,6,0,15.4,240.92,74.23,22,2.85,HIGH
DP-0344,73.31,70.97,5.63,13.74,71.35,72.53,5,0,9.66,214.15,76.64,23,5.42,LOW
DP-0345,33.42,26.69,1.36,13.68,24.51,41.28,4,2,5.56,199.59,83.5,42,3.4,HIGH
DP-0346,90.54,81.31,0.0,0.0,86.16,100.0,2,0,0.29,271.96,86.63,9,6.4,LOW
DP-0347,52.04,38.77,8.34,2.43,50.35,47.46,3,0,3.55,177.36,76.81,8,4.19,MEDIUM
DP-0348,34.03,47.92,8.77,1.61,20.33,34.42,4,0,7.83,221.62,88.31,24,4.3,MEDIUM
DP-0349,84.48,83.45,0.0,0.91,100.0,84.55,1,0,3.23,211.18,79.87,93,6.47,LOW
DP-0350,76.49,73.71,8.26,0.55,71.67,81.02,2,0,11.85,180.54,86.81,11,5.55,LOW
DP-0351,77.43,87.52,0.0,0.0,77.85,70.9,4,2,13.66,166.22,82.93,5,5.8,MEDIUM
DP-0352,75.39,82.17,0.0,0.0,85.74,78.38,1,0,8.7,287.02,90.59,77,6.36,LOW
DP-0353,75.18,69.69,0.0,3.27,69.53,70.96,3,0,8.02,129.18,72.88,8,5.66,LOW
DP-0354,16.3,43.91,7.07,1.64,18.98,1.01,3,0,23.58,290.84,81.96,56,3.79,MEDIUM
DP-0355,26.32,19.69,6.97,15.27,26.16,29.99,4,0,20.48,377.6,87.64,21,2.73,HIGH
DP-0356,35.11,42.29,0.81,0.0,37.23,54.03,2,1,20.28,185.35,86.65,42,4.03,MEDIUM
DP-0357,52.27,34.43,17.58,2.96,50.33,53.98,4,0,2.51,141.79,75.36,17,1.82,MEDIUM
DP-0358,48.81,52.39,4.7,4.11,43.71,34.49,3,0,7.67,132.26,83.34,9,3.85,MEDIUM
DP-0359,81.62,64.23,0.0,4.53,100.0,89.83,2,0,2.39,264.87,84.04,29,5.85,LOW
DP-0360,10.97,18.7,9.34,18.99,12.78,40.27,9,3,18.35,248.26,67.58,10,2.07,HIGH
DP-0361,52.68,37.97,2.31,0.0,42.7,56.32,6,0,0.0,222.37,90.23,13,3.72,MEDIUM
DP-0362,59.79,54.3,9.14,9.7,66.48,53.65,7,0,5.28,124.96,78.41,30,5.87,MEDIUM
DP-0363,80.95,60.74,0.33,1.24,100.0,79.05,1,0,0.0,102.31,86.03,70,5.08,LOW
DP-0364,54.65,46.17,5.48,0.0,70.55,63.49,4,0,1.72,95.3,68.23,21,3.7,LOW
DP-0365,20.06,5.89,12.68,7.42,5.0,6.37,6,0,7.35,221.31,63.02,28,0.88,HIGH
DP-0366,56.97,50.83,0.0,12.29,55.21,82.83,2,0,25.4,223.8,83.3,32,5.02,LOW
DP-0367,64.88,59.2,5.41,0.0,55.07,66.55,3,0,2.16,259.5,80.22,6,3.43,LOW
DP-0368,18.16,15.31,7.41,1.58,13.16,24.79,5,1,17.0,183.84,85.32,18,2.63,HIGH
DP-0369,78.72,89.16,9.89,6.81,88.98,80.76,3,0,0.16,80.0,96.66,11,4.89,LOW
DP-0370,38.05,23.18,7.04,8.52,35.62,65.05,1,0,18.69,184.44,82.2,22,1.37,MEDIUM
DP-0371,71.29,46.96,0.0,0.0,57.3,75.84,4,0,14.81,309.7,85.18,68,2.74,MEDIUM
DP-0372,89.15,92.21,0.0,8.07,100.0,100.0,1,0,3.3,80.0,89.39,19,7.19,LOW
DP-0373,50.58,38.37,1.28,7.17,44.55,54.72,3,2,6.79,267.06,79.13,76,2.96,HIGH
DP-0374,40.97,49.81,8.29,4.12,47.2,39.54,6,2,12.61,294.2,81.4,22,2.81,HIGH
DP-0375,39.89,59.05,2.53,15.94,37.63,48.37,4,1,6.35,120.58,86.12,33,4.45,LOW
DP-0376,50.11,47.95,0.78,8.4,24.9,44.39,6,0,12.2,206.21,81.63,56,4.01,MEDIUM
DP-0377,46.67,55.4,0.78,2.69,56.9,59.96,5,1,10.41,147.06,84.15,29,4.68,LOW
DP-0378,71.27,85.76,1.01,7.87,75.97,86.93,2,0,12.86,295.02,87.79,28,6.89,LOW
DP-0379,48.93,45.74,2.82,6.23,35.83,56.06,4,1,5.66,148.93,87.3,68,3.36,LOW
DP-0380,53.4,39.36,0.0,0.0,34.22,51.41,1,0,6.47,204.34,85.67,14,4.17,MEDIUM
DP-0381,65.74,88.72,2.74,12.08,44.67,63.13,6,0,16.6,178.24,89.7,56,7.22,LOW
DP-0382,47.94,49.92,6.66,3.15,39.87,46.46,4,0,7.86,250.49,80.29,28,3.8,MEDIUM
DP-0383,49.75,47.01,0.0,0.24,14.56,53.16,7,0,3.87,275.38,100.0,38,3.63,MEDIUM
DP-0384,59.88,60.71,6.23,2.1,58.23,43.04,4,0,9.17,80.0,93.53,7,4.65,MEDIUM
DP-0385,36.23,30.88,3.2,10.74,23.22,21.85,3,0,11.69,251.26,84.92,29,2.02,MEDIUM
DP-0386,76.3,72.48,1.95,0.49,75.92,81.98,2,0,4.97,133.0,85.98,13,6.64,LOW
DP-0387,87.79,81.85,0.13,0.0,55.18,81.0,7,1,4.56,208.47,76.24,22,5.35,MEDIUM
DP-0388,43.66,45.64,12.04,6.58,14.8,73.99,3,0,0.0,132.75,90.79,23,4.14,MEDIUM
DP-0389,51.0,54.52,6.34,8.34,46.04,50.73,5,1,10.26,281.07,78.29,30,4.31,HIGH
DP-0390,61.68,68.12,9.02,11.98,54.38,82.07,1,0,8.53,188.93,83.8,70,5.55,LOW
DP-0391,34.44,37.02,0.06,7.38,30.2,29.0,5,0,13.38,239.87,86.71,21,2.92,HIGH
DP-0392,67.26,71.87,0.46,5.19,63.08,78.45,9,0,8.07,200.59,90.84,56,4.7,MEDIUM
DP-0393,53.67,59.71,0.0,5.41,43.3,35.39,3,0,11.89,267.18,78.74,35,4.32,LOW
DP-0394,48.57,50.01,5.68,0.0,38.74,43.71,3,0,3.83,148.63,84.87,26,3.81,MEDIUM
DP-0395,54.35,44.39,17.96,13.2,50.88,32.77,7,2,22.5,285.69,65.15,64,3.53,HIGH
DP-0396,78.26,77.01,5.08,0.0,79.09,54.32,1,0,7.6,210.91,74.43,55,5.59,LOW
DP-0397,51.97,40.12,3.05,17.23,48.09,43.48,6,0,14.57,188.71,79.82,24,4.13,LOW
DP-0398,85.42,59.09,0.0,0.87,86.36,74.27,2,0,8.52,182.09,89.55,19,4.78,LOW
DP-0399,75.97,89.47,5.98,5.3,85.26,58.76,2,0,14.74,203.44,77.62,20,6.05,LOW
DP-0400,73.61,97.07,0.0,3.29,89.84,92.42,6,1,11.37,210.98,87.07,17,6.31,LOW
DP-0401,43.48,53.78,0.0,10.54,20.84,45.55,7,2,3.77,235.62,82.74,20,3.26,HIGH
DP-0402,39.01,57.9,0.0,6.75,40.46,31.27,5,1,10.57,120.33,75.13,2,4.41,HIGH
DP-0403,78.46,73.69,0.0,0.0,100.0,74.81,1,0,4.88,189.5,97.81,46,6.19,LOW
DP-0404,74.52,73.42,6.48,9.43,72.66,42.15,4,1,10.81,250.29,83.98,22,5.02,MEDIUM
DP-0405,47.62,64.45,6.74,0.0,52.57,26.9,5,0,11.68,238.59,100.0,33,3.7,MEDIUM
DP-0406,70.75,77.31,2.55,1.45,92.52,67.84,4,1,11.38,168.47,89.63,13,6.6,LOW
DP-0407,23.92,10.77,0.0,11.52,21.02,34.1,5,0,15.77,292.6,82.79,42,1.97,MEDIUM
DP-0408,57.42,55.97,5.45,12.97,58.07,65.41,1,0,12.38,235.64,84.92,90,2.77,MEDIUM
DP-0409,14.81,18.86,6.14,9.93,5.0,10.26,3,2,25.32,224.75,77.22,33,2.32,HIGH
DP-0410,46.65,46.21,1.36,14.28,34.79,46.16,5,0,12.62,183.38,87.97,19,2.88,HIGH
DP-0411,77.82,87.34,5.04,0.0,79.39,45.97,7,1,10.45,197.48,83.26,13,5.84,LOW
DP-0412,40.97,53.47,1.11,0.0,36.33,38.4,1,0,10.49,137.35,90.68,10,4.83,LOW
DP-0413,45.21,45.96,0.88,10.67,40.61,47.59,4,0,0.81,179.95,90.56,34,2.58,LOW
DP-0414,69.32,76.14,0.0,2.68,75.56,70.41,2,0,0.0,94.28,77.29,11,5.52,LOW
DP-0415,25.16,25.39,14.03,18.98,37.89,18.51,7,1,16.04,316.13,74.5,14,2.39,HIGH
DP-0416,82.72,73.66,0.0,6.53,95.45,95.15,2,0,1.49,210.44,84.82,35,6.45,LOW
DP-0417,37.21,37.85,0.42,0.0,58.83,36.06,8,1,12.48,244.61,76.8,22,3.48,MEDIUM
DP-0418,60.23,62.54,7.5,0.0,64.06,50.06,3,1,12.6,296.64,96.87,29,5.64,LOW
DP-0419,42.47,35.65,13.29,9.61,56.61,45.41,3,0,9.24,154.76,74.23,13,1.42,HIGH
DP-0420,59.32,47.83,7.52,14.61,33.2,84.95,4,1,18.69,199.04,82.75,28,3.62,HIGH
DP-0421,34.86,33.59,4.29,4.91,29.35,30.54,1,0,10.62,135.44,79.16,9,1.87,MEDIUM
DP-0422,74.81,84.85,0.0,0.0,81.0,71.82,1,0,16.88,154.07,84.82,5,5.55,LOW
DP-0423,96.92,78.62,0.0,0.0,86.69,100.0,3,0,4.28,104.83,90.53,21,5.18,LOW
DP-0424,82.27,41.08,0.45,7.05,81.13,69.5,1,0,10.15,228.39,83.34,28,3.48,LOW
DP-0425,73.91,77.34,8.34,7.5,81.66,68.8,5,0,17.88,194.84,82.89,23,4.04,MEDIUM
DP-0426,75.14,84.0,0.0,14.85,76.63,86.7,0,0,16.56,190.04,89.85,28,5.29,LOW
DP-0427,73.87,79.22,3.22,3.67,65.4,70.49,1,0,0.0,80.0,95.36,17,5.46,LOW
DP-0428,50.54,51.79,6.38,15.96,23.5,46.74,9,1,16.62,291.98,88.97,57,3.39,MEDIUM
DP-0429,37.33,37.03,11.4,7.99,23.85,64.64,4,0,16.42,212.91,80.53,45,3.82,HIGH
DP-0430,74.71,70.61,1.06,0.0,72.05,83.86,1,0,5.3,164.3,100.0,32,7.09,LOW
DP-0431,69.87,69.58,0.0,2.1,95.7,50.28,0,0,15.01,236.81,83.92,21,3.45,LOW
DP-0432,48.37,43.23,7.0,5.43,67.95,70.17,3,0,12.28,80.0,62.4,30,4.06,MEDIUM
DP-0433,45.48,53.66,3.28,0.67,32.69,68.0,5,2,9.54,261.79,67.22,18,3.48,HIGH
DP-0434,36.53,21.01,0.0,7.49,23.38,28.26,5,1,0.27,189.58,78.29,43,2.69,MEDIUM
DP-0435,87.0,94.27,0.0,1.29,100.0,100.0,3,0,6.18,258.54,89.47,15,7.43,LOW
DP-0436,31.46,31.51,0.0,9.91,43.94,28.66,2,0,14.16,130.02,88.11,13,2.58,MEDIUM
DP-0437,70.92,78.01,0.0,6.2,85.31,43.75,1,0,12.82,80.0,88.92,19,5.25,LOW
DP-0438,48.54,52.9,0.0,5.33,38.58,44.56,2,0,12.24,273.33,82.91,42,4.34,MEDIUM
DP-0439,50.6,28.24,11.52,5.94,39.75,54.96,8,1,8.51,158.12,85.04,62,2.84,HIGH
DP-0440,27.72,20.33,9.33,0.52,50.2,30.24,13,1,7.38,248.01,83.72,34,2.73,HIGH
DP-0441,61.55,54.87,0.17,5.57,59.59,45.45,0,0,9.49,321.32,92.73,12,4.49,LOW
DP-0442,70.86,70.0,6.24,3.98,93.73,80.07,3,0,11.19,270.41,75.97,52,4.29,LOW
DP-0443,93.7,94.92,0.0,5.08,100.0,89.6,1,0,7.92,180.34,91.95,42,8.0,LOW
DP-0444,62.41,61.04,0.0,0.08,65.29,51.49,6,0,8.13,99.97,100.0,39,4.51,LOW
DP-0445,71.81,75.09,0.0,0.0,70.01,63.0,5,0,1.05,122.61,90.27,25,6.23,LOW
DP-0446,88.97,88.42,0.0,5.27,94.41,88.56,0,0,0.0,274.09,83.12,5,6.35,LOW
DP-0447,62.22,48.75,0.0,3.85,59.29,79.43,6,1,15.43,218.51,69.0,22,3.35,MEDIUM
DP-0448,46.47,38.28,0.0,0.0,51.74,65.9,1,0,16.02,155.57,84.45,8,3.47,LOW
DP-0449,26.64,34.53,2.22,3.65,51.23,42.88,5,3,2.89,304.1,95.77,23,3.37,HIGH
DP-0450,56.42,49.91,0.0,1.53,26.87,56.42,0,0,11.07,182.68,94.29,36,3.86,LOW
DP-0451,36.83,19.73,0.0,12.12,14.65,38.44,6,0,5.9,213.14,81.85,25,3.53,HIGH
DP-0452,43.85,60.07,15.85,15.21,28.73,29.55,5,0,16.05,277.36,73.25,30,4.58,MEDIUM
DP-0453,61.6,58.25,0.0,5.09,60.1,74.92,5,1,8.37,99.14,78.6,23,4.1,MEDIUM
DP-0454,33.89,38.3,5.81,10.06,22.6,8.97,7,1,14.54,275.77,91.71,45,4.52,HIGH
DP-0455,12.71,15.68,7.24,7.77,5.0,40.44,4,0,8.43,122.45,76.95,48,1.95,HIGH
DP-0456,55.71,53.12,0.0,11.93,58.98,74.38,2,0,11.85,218.62,87.23,8,5.45,MEDIUM
DP-0457,78.62,67.01,0.0,3.61,92.27,60.8,0,0,7.45,348.54,87.87,8,3.96,LOW
DP-0458,20.41,14.02,7.51,13.73,5.0,38.98,7,3,10.05,304.12,82.29,23,2.51,HIGH
DP-0459,69.2,61.78,1.86,7.95,88.34,66.33,2,0,6.65,172.69,74.91,4,5.35,LOW
DP-0460,59.78,74.28,0.0,0.0,57.94,39.1,5,2,3.13,202.41,80.7,23,5.31,MEDIUM
DP-0461,72.01,90.18,0.0,13.21,96.51,70.9,4,0,1.32,151.65,72.36,37,6.11,LOW
DP-0462,69.32,73.5,0.0,4.23,47.96,49.51,7,0,2.53,126.36,80.95,54,4.94,LOW
DP-0463,86.9,74.98,0.0,0.85,79.24,100.0,4,0,9.47,205.37,86.46,57,5.95,LOW
DP-0464,53.2,42.19,0.0,10.09,13.9,47.2,3,0,7.78,191.61,82.65,35,2.83,HIGH
DP-0465,76.47,72.35,7.38,4.78,58.45,69.31,2,0,6.23,110.59,88.73,68,5.62,LOW
DP-0466,53.29,38.28,16.07,2.52,65.08,54.87,4,0,17.07,192.35,83.13,28,2.98,MEDIUM
DP-0467,77.97,81.6,2.83,1.37,76.23,54.14,0,0,8.4,298.02,99.83,37,5.97,LOW
DP-0468,38.04,34.77,3.8,17.05,36.79,24.28,6,1,9.09,267.21,78.72,27,3.3,HIGH
DP-0469,81.31,78.68,3.53,6.33,87.04,92.84,1,0,4.42,220.01,81.93,11,5.14,LOW
DP-0470,41.76,28.34,5.34,8.41,46.64,40.63,1,0,14.51,139.69,80.69,38,3.34,MEDIUM
DP-0471,78.58,100.0,0.0,2.57,91.35,46.5,1,0,11.46,107.17,98.62,17,7.46,LOW
DP-0472,71.19,65.39,6.84,0.0,84.3,31.33,8,0,10.51,203.43,88.58,10,5.87,MEDIUM
DP-0473,76.14,89.57,3.96,0.0,71.22,72.16,5,0,12.54,295.33,84.93,25,5.89,LOW
DP-0474,71.09,65.13,5.63,9.78,63.89,90.62,2,0,5.3,181.61,79.65,36,4.7,LOW
DP-0475,65.79,56.26,0.99,4.99,55.23,60.3,2,0,7.79,240.82,86.58,7,5.34,LOW
DP-0476,28.77,26.27,4.44,3.91,15.98,31.45,4,0,13.21,161.62,86.06,29,2.59,HIGH
DP-0477,68.93,74.0,0.0,2.49,84.69,68.33,1,0,7.51,257.72,90.0,19,6.21,LOW
DP-0478,79.45,84.89,0.99,3.64,100.0,86.11,3,1,2.58,219.56,93.34,32,7.68,LOW
DP-0479,66.04,76.21,3.27,2.91,60.55,62.06,3,0,17.42,144.61,97.77,8,4.11,LOW
DP-0480,22.61,44.29,9.48,4.76,26.49,22.24,3,1,13.23,369.67,87.17,32,3.93,MEDIUM
DP-0481,55.06,61.77,0.0,8.09,81.57,56.29,5,3,11.4,194.61,76.78,24,6.05,MEDIUM
DP-0482,72.14,87.0,15.64,0.0,68.67,72.43,4,1,10.06,146.73,77.06,21,6.66,LOW
DP-0483,42.94,50.57,0.0,13.92,56.36,35.59,8,1,13.41,171.63,83.72,24,3.79,HIGH
